,time,price,amount
7745,1534172844,6371.46,0.03923747
7746,1534172853,6370.25,0.9
7747,1534172856,6368.18,0.03924482
7748,1534172863,6371.81,0.00366
7749,1534172868,6369.82,1.0
7750,1534172868,6372.19,0.012
7751,1534172873,6369.81,0.03924764
7752,1534172882,6369.41,0.002199
7753,1534172883,6369.41,0.2
7754,1534172883,6369.41,0.003518
7755,1534172909,6367.67,0.001
7756,1534172936,6365.97,0.51
7757,1534172936,6365.97,0.277091
7758,1534172937,6366.19,0.359909
7759,1534172937,6366.19,0.1467362
7760,1534172937,6367.47,1.3532638
7761,1534172938,6367.67,0.229
7762,1534172939,6367.67,0.10589988
7763,1534172939,6368.58,0.09410012
7764,1534172941,6371.06,0.3
7765,1534172941,6371.06,0.495
7766,1534172941,6371.07,0.11
7767,1534172955,6371.05,0.10441696
7768,1534172958,6369.69,0.03926079
7769,1534172961,6366.95,0.2717
7770,1534172962,6366.96,0.1
7771,1534172963,6366.96,0.86073921
7772,1534172963,6368.83,0.2751
7773,1534172963,6371.07,0.36416079
7774,1534172963,6371.07,0.04548441
7775,1534172963,6371.89,0.42251559
7776,1534172964,6371.06,0.0755
7777,1534172964,6371.13,0.4
7778,1534172970,6371.07,0.001293
7779,1534173009,6368.73,1.5
7780,1534173009,6368.76,2.5
7781,1534173014,6364.98,0.12375
7782,1534173015,6368.76,0.03212412
7783,1534173023,6366.22,0.03923489
7784,1534173025,6364.98,1.859
7785,1534173034,6367.7,0.1959434
7786,1534173036,6367.71,0.004242
7787,1534173036,6364.73,0.001
7788,1534173036,6364.34,0.37649229
7789,1534173036,6364.34,0.0479952
7790,1534173039,6364.73,0.1619838
7791,1534173041,6364.73,0.1959804
7792,1534173045,6364.73,1.0
7793,1534173045,6367.67,0.30603548
7794,1534173045,6367.67,0.6680147
7795,1534173046,6367.7,0.1679832
7796,1534173049,6367.7,0.52598132
7797,1534173049,6364.74,0.03924436
7798,1534173049,6364.34,0.43477432
7799,1534173053,6364.34,1.0
7800,1534173054,6367.64,0.61207096
7801,1534173062,6367.7,0.00175913
7802,1534173064,6367.7,0.007033
7803,1534173072,6364.61,0.998707
7804,1534173078,6367.69,0.03926071
7805,1534173078,6367.7,0.27073929
7806,1534173079,6367.7,0.58376858
7807,1534173079,6367.71,0.0911726
7808,1534173079,6368.75,0.7808354
7809,1534173079,6368.76,0.04422342
7810,1534173081,6368.75,0.232
7811,1534173081,6368.76,0.11
7812,1534173082,6368.76,0.159
7813,1534173089,6368.76,0.15465246
7814,1534173090,6368.76,0.11834754
7815,1534173090,6368.76,0.39547246
7816,1534173090,6369.01,0.001
7817,1534173091,6369.93,0.42352754
7818,1534173107,6369.26,0.295
7819,1534173117,6369.25,0.76100012
7820,1534173121,6369.25,5.964e-05
7821,1534173122,6368.11,5.964e-05
7822,1534173122,6369.25,0.02633236
7823,1534173123,6368.17,0.03925764
7824,1534173134,6365.58,0.006909
7825,1534173141,6369.24,0.03925115
7826,1534173141,6369.93,0.53874885
7827,1534173142,6369.8,0.4
7828,1534173144,6365.59,0.9538
7829,1534173145,6365.59,3.336e-05
7830,1534173145,6370.75,0.34272361
7831,1534173145,6371.04,0.37724303
7832,1534173145,6371.04,0.725
7833,1534173152,6370.62,0.05235706
7834,1534173153,6370.5,0.88764294
7835,1534173164,6372.53,0.03923078
7836,1534173169,6372.53,0.009973
7837,1534173170,6372.52,0.0355474
7838,1534173175,6372.52,0.01177738
7839,1534173176,6372.19,0.001293
7840,1534173177,6372.19,0.990027
7841,1534173181,6372.19,0.01
7842,1534173182,6372.19,0.003518
7843,1534173184,6373.0,0.31
7844,1534173184,6373.0,0.329
7845,1534173188,6372.99,0.03922288
7846,1534173189,6373.0,0.00777712
7847,1534173196,6371.9,0.026811
7848,1534173196,6372.45,0.110189
7849,1534173199,6372.45,0.577
7850,1534173217,6371.89,0.01566254
7851,1534173222,6372.45,0.082
7852,1534173224,6372.44,0.00194629
7853,1534173224,6372.45,0.16462058
7854,1534173224,6373.0,1.25337942
7855,1534173224,6373.0,0.11
7856,1534173232,6373.0,0.11
7857,1534173233,6372.72,0.06619042
7858,1534173233,6373.0,0.53880958
7859,1534173233,6373.0,0.192
7860,1534173233,6373.0,0.14903388
7861,1534173233,6373.84,0.0756
7862,1534173233,6374.04,0.57536612
7863,1534173233,6374.04,0.61
7864,1534173234,6373.84,0.2
7865,1534173236,6373.0,0.188
7866,1534173243,6373.83,0.06424413
7867,1534173243,6373.01,0.03922314
7868,1534173255,6369.27,0.04917541
7869,1534173256,6369.26,0.0092
7870,1534173256,6368.7,0.16821763
7871,1534173257,6368.43,0.22659304
7872,1534173258,6368.42,0.34272361
7873,1534173258,6368.42,1.45965973
7874,1534173259,6367.99,0.24531146
7875,1534173260,6367.99,0.22670181
7876,1534173270,6370.54,0.03922288
7877,1534173270,6371.42,0.16077712
7878,1534173272,6371.42,0.01657727
7879,1534173274,6371.42,0.868
7880,1534173304,6370.34,0.03922393
7881,1534173308,6371.41,0.00369772
7882,1534173310,6370.33,0.60807263
7883,1534173312,6367.37,0.35908823
7884,1534173314,6367.37,0.36108803
7885,1534173315,6367.37,0.21938227
7886,1534173316,6366.58,0.00724511
7887,1534173316,6366.58,0.14262143
7888,1534173317,6366.33,0.24930597
7889,1534173319,6367.37,0.0021
7890,1534173320,6367.32,0.002155
7891,1534173321,6367.32,0.02
7892,1534173336,6366.89,0.03926305
7893,1534173336,6366.89,0.47073695
7894,1534173336,6366.89,0.03821782
7895,1534173336,6366.9,0.07178218
7896,1534173341,6366.18,0.008484
7897,1534173346,6366.18,0.00568743
7898,1534173347,6366.18,0.56121298
7899,1534173348,6366.77,0.24930597
7900,1534173348,6366.9,0.92821782
7901,1534173348,6367.51,0.16
7902,1534173348,6367.96,0.16247621
7903,1534173349,6367.96,0.00342652
7904,1534173363,6368.08,0.002285
7905,1534173367,6365.78,0.03926925
7906,1534173371,6368.08,0.00269999
7907,1534173389,6359.48,0.01611842
7908,1534173399,6359.47,0.02
7909,1534173402,6359.47,0.01925836
7910,1534173402,6359.48,0.98388158
7911,1534173402,6360.29,0.19186006
7912,1534173409,6361.26,0.01989312
7913,1534173409,6361.26,0.285
7914,1534173410,6361.26,0.49826183
7915,1534173411,6362.07,0.11173817
7916,1534173419,6359.2,0.03925974
7917,1534173421,6358.7,0.17475222
7918,1534173422,6358.7,0.10288868
7919,1534173422,6358.7,1.351
7920,1534173422,6358.44,0.218
7921,1534173422,6358.21,0.42602491
7922,1534173430,6363.47,0.1
7923,1534173440,6356.67,0.34272361
7924,1534173441,6357.74,1.0
7925,1534173443,6355.77,0.70096365
7926,1534173444,6359.29,0.1
7927,1534173445,6355.58,0.00124034
7928,1534173445,6355.0,1.49995966
7929,1534173446,6359.29,0.003479
7930,1534173446,6355.0,4.034e-05
7931,1534173446,6354.47,0.2
7932,1534173447,6353.46,0.7999597
7933,1534173448,6353.46,2.98433676
7934,1534173449,6353.46,0.01566254
7935,1534173449,6353.46,1.200041
7936,1534173450,6351.73,1.0
7937,1534173451,6358.04,0.001
7938,1534173452,6351.76,0.02
7939,1534173452,6353.47,0.259
7940,1534173452,6359.28,0.036
7941,1534173453,6359.29,0.03928298
7942,1534173453,6359.3,0.16071702
7943,1534173453,6353.47,0.00082
7944,1534173453,6353.47,0.0284
7945,1534173455,6357.21,0.02
7946,1534173461,6359.26,0.0051
7947,1534173468,6356.01,0.03929971
7948,1534173469,6358.62,0.2
7949,1534173469,6358.62,1.14
7950,1534173470,6361.9,0.88850298
7951,1534173470,6363.17,0.0779
7952,1534173470,6363.5,0.53359702
7953,1534173470,6357.06,0.3
7954,1534173471,6363.17,0.0719
7955,1534173471,6363.48,0.1281
7956,1534173473,6356.84,0.95560029
7957,1534173475,6363.47,0.002155
7958,1534173486,6363.12,0.03
7959,1534173496,6356.65,0.29861676
7960,1534173509,6359.01,0.1
7961,1534173509,6356.01,0.03007061
7962,1534173512,6359.01,0.132
7963,1534173512,6359.01,0.295
7964,1534173513,6357.51,0.96992939
7965,1534173513,6359.01,0.03007061
7966,1534173513,6359.06,0.29861676
7967,1534173514,6363.12,0.20138324
7968,1534173515,6359.0,0.03931436
7969,1534173515,6363.37,1.46068564
7970,1534173523,6358.28,0.1
7971,1534173526,6358.28,0.35271076
7972,1534173526,6360.37,0.05828924
7973,1534173528,6360.37,1.135
7974,1534173529,6360.37,0.001
7975,1534173535,6358.24,0.51
7976,1534173536,6358.24,0.13728924
7977,1534173536,6360.37,0.232
7978,1534173536,6360.54,0.24871076
7979,1534173536,6360.54,0.21671076
7980,1534173537,6363.47,0.66528924
7981,1534173538,6362.24,0.41
7982,1534173539,6363.46,0.01
7983,1534173561,6363.99,0.47013469
7984,1534173573,6363.99,0.00785
7985,1534173581,6356.84,0.49513725
7986,1534173589,6361.04,0.001
7987,1534173597,6362.12,0.006797
7988,1534173606,6361.89,0.03679832
7989,1534173609,6356.86,0.29
7990,1534173620,6356.86,0.00276046
7991,1534173629,6356.86,0.65362773
7992,1534173632,6356.85,0.03929463
7993,1534173658,6356.85,0.01021325
7994,1534173666,6350.47,0.001
7995,1534173666,6350.0,2.0
7996,1534173666,6350.0,0.983336
7997,1534173667,6350.0,1.516664
7998,1534173667,6349.47,12.55
7999,1534173667,6349.4,0.39423883
8000,1534173667,6348.9,0.99996117
8001,1534173668,6348.9,0.15315267
8002,1534173670,6347.66,0.00951952
8003,1534173670,6347.34,0.005
8004,1534173670,6346.3,0.13863315
8005,1534173673,6346.3,0.99181245
8006,1534173673,6346.0,0.1
8007,1534173673,6344.81,0.00124033
8008,1534173673,6344.51,0.216664
8009,1534173676,6342.82,0.22729843
8010,1534173677,6340.89,0.0459954
8011,1534173678,6340.89,0.2103834
8012,1534173679,6340.0,1.74164141
8013,1534173680,6340.16,0.0482
8014,1534173681,6341.06,0.0576
8015,1534173681,6341.15,0.233
8016,1534173682,6343.62,0.02
8017,1534173684,6342.61,0.3
8018,1534173684,6340.64,0.001
8019,1534173685,6340.0,0.04225484
8020,1534173689,6340.58,1.0
8021,1534173689,6340.0,0.21610375
8022,1534173689,6339.62,0.001
8023,1534173690,6340.56,0.41
8024,1534173690,6342.61,0.41
8025,1534173692,6340.56,0.0291144
8026,1534173692,6340.56,0.2568
8027,1534173694,6343.17,0.078
8028,1534173696,6340.58,0.2420816
8029,1534173696,6344.61,0.1113
8030,1534173697,6344.78,0.297
8031,1534173698,6340.59,0.03935454
8032,1534173698,6340.56,0.05334707
8033,1534173698,6341.41,0.11926156
8034,1534173699,6344.35,0.09215142
8035,1534173699,6345.62,0.2644
8036,1534173699,6347.18,0.7356
8037,1534173700,6344.93,0.26
8038,1534173700,6347.18,0.5274
8039,1534173705,6345.22,0.35393844
8040,1534173706,6345.61,0.03939732
8041,1534173706,6345.82,0.48740268
8042,1534173707,6345.42,1.0
8043,1534173707,6345.02,0.01257974
8044,1534173709,6345.43,0.05
8045,1534173711,6345.34,0.087
8046,1534173713,6344.01,0.001
8047,1534173713,6344.01,0.039
8048,1534173713,6343.91,0.2438587
8049,1534173715,6343.02,0.03940665
8050,1534173715,6343.02,0.4868
8051,1534173715,6343.02,0.42279335
8052,1534173716,6342.42,0.01263126
8053,1534173722,6342.91,0.010036
8054,1534173726,6338.65,0.14856532
8055,1534173728,6341.73,0.03941346
8056,1534173739,6341.15,0.233
8057,1534173743,6340.7,0.079878
8058,1534173744,6340.02,0.00642272
8059,1534173746,6339.94,0.99358338
8060,1534173746,6339.32,0.00641662
8061,1534173749,6340.52,0.4868
8062,1534173749,6340.52,0.4868
8063,1534173751,6342.0,0.1192
8064,1534173751,6342.13,0.001
8065,1534173751,6344.06,0.0798
8066,1534173757,6339.32,0.03301811
8067,1534173758,6339.32,0.2779962
8068,1534173758,6339.32,0.2
8069,1534173758,6335.37,0.99999981
8070,1534173759,6335.37,0.48898569
8071,1534173759,6336.82,0.77813737
8072,1534173759,6340.95,0.72186263
8073,1534173760,6340.95,1.5
8074,1534173761,6344.35,0.001
8075,1534173761,6344.35,0.095
8076,1534173761,6336.85,0.12964
8077,1534173761,6344.35,0.04639363
8078,1534173762,6340.94,0.03942633
8079,1534173762,6344.35,0.09060637
8080,1534173762,6344.47,0.32357367
8081,1534173766,6345.13,0.11
8082,1534173767,6345.13,0.4
8083,1534173772,6345.13,0.11
8084,1534173778,6345.13,0.2
8085,1534173778,6345.13,0.2868
8086,1534173778,6345.38,0.001
8087,1534173778,6346.68,1.0382
8088,1534173778,6346.68,0.174
8089,1534173780,6347.18,1.142
8090,1534173780,6347.59,0.2278
8091,1534173780,6348.02,0.1302
8092,1534173780,6346.67,0.44
8093,1534173780,6348.96,1.0
8094,1534173781,6347.59,0.2453
8095,1534173782,6348.95,0.2247
8096,1534173783,6349.45,0.1313
8097,1534173784,6349.45,0.09146109
8098,1534173785,6351.87,0.02216453
8099,1534173793,6352.54,0.32505432
8100,1534173793,6352.54,0.41428191
8101,1534173803,6348.3,0.008805
8102,1534173803,6348.3,0.017082
8103,1534173804,6347.66,0.03938449
8104,1534173812,6345.23,0.001
8105,1534173820,6341.95,0.19174902
8106,1534173820,6341.62,0.80825098
8107,1534173823,6345.61,0.392
8108,1534173824,6345.61,0.36651963
8109,1534173824,6346.33,0.03839968
8110,1534173824,6346.34,0.70308069
8111,1534173828,6346.34,0.002
8112,1534173831,6343.87,0.05329728
8113,1534173837,6343.24,0.03941822
8114,1534173846,6344.48,0.005
8115,1534173851,6341.62,0.96058178
8116,1534173851,6341.62,1.0
8117,1534173854,6342.82,0.395
8118,1534173854,6342.82,0.092669
8119,1534173854,6343.71,1.0
8120,1534173854,6344.44,0.012331
8121,1534173858,6342.81,0.01
8122,1534173863,6342.92,0.002
8123,1534173866,6341.62,1.0
8124,1534173867,6342.92,0.02738875
8125,1534173869,6342.93,0.00534747
8126,1534173870,6341.62,0.00091546
8127,1534173872,6341.62,0.0219978
8128,1534173872,6341.62,0.84763547
8129,1534173874,6341.62,0.2403175
8130,1534173874,6341.62,0.05147123
8131,1534173874,6341.62,0.0345
8132,1534173874,6342.59,0.84
8133,1534173875,6342.59,0.5
8134,1534173876,6341.62,0.01737088
8135,1534173876,6341.62,0.0169589
8136,1534173876,6340.0,0.0618392
8137,1534173876,6340.0,0.01201865
8138,1534173878,6340.0,0.00207271
8139,1534173879,6340.0,0.02473471
8140,1534173879,6340.0,0.05038369
8141,1534173880,6340.0,0.34895104
8142,1534173885,6338.44,0.39905
8143,1534173886,6339.99,0.5
8144,1534173886,6339.99,0.019
8145,1534173889,6339.99,0.03736889
8146,1534173890,6336.76,0.0052536
8147,1534173890,6336.76,0.03417347
8148,1534173891,6336.75,0.013
8149,1534173892,6335.88,0.01518008
8150,1534173893,6335.88,0.02722553
8151,1534173894,6338.98,0.005
8152,1534173895,6335.0,0.00296353
8153,1534173897,6336.82,0.61
8154,1534173898,6337.67,0.444
8155,1534173899,6336.82,0.00956846
8156,1534173899,6337.67,0.36483033
8157,1534173899,6336.82,0.00243154
8158,1534173899,6335.88,0.02860584
8159,1534173899,6335.0,0.58145285
8160,1534173900,6335.0,0.02174884
8161,1534173908,6335.41,0.06697801
8162,1534173908,6337.07,0.001
8163,1534173908,6337.67,1.499
8164,1534173909,6338.13,1.5
8165,1534173910,6338.13,0.71
8166,1534173911,6338.13,0.63658074
8167,1534173911,6338.14,0.37341926
8168,1534173912,6338.14,0.3701805
8169,1534173912,6338.98,0.6698195
8170,1534173913,6337.66,0.03943858
8171,1534173913,6338.98,0.3251805
8172,1534173913,6340.0,0.04489386
8173,1534173913,6342.82,0.30448706
8174,1534173913,6342.82,0.03
8175,1534173913,6335.61,0.00302344
8176,1534173914,6339.3,0.06697801
8177,1534173914,6342.82,0.04302199
8178,1534173914,6335.63,0.06422645
8179,1534173917,6335.0,0.03979656
8180,1534173917,6335.0,0.01391636
8181,1534173918,6335.0,0.00079807
8182,1534173919,6335.64,0.00992712
8183,1534173920,6335.64,0.00132231
8184,1534173920,6335.64,0.00988333
8185,1534173923,6337.99,0.00302344
8186,1534173924,6337.99,0.00746604
8187,1534173924,6335.64,0.00526396
8188,1534173928,6336.05,0.06225119
8189,1534173930,6336.06,0.95741267
8190,1534173930,6336.06,0.00483428
8191,1534173931,6335.32,0.06153038
8192,1534173931,6335.32,0.14986918
8193,1534173932,6335.6,0.32842513
8194,1534173932,6335.6,0.09691896
8195,1534173932,6335.6,0.0253842
8196,1534173932,6335.6,0.01439415
8197,1534173932,6336.06,0.01314748
8198,1534173932,6335.32,0.04064256
8199,1534173933,6335.32,0.048613
8200,1534173934,6335.33,0.0879602
8201,1534173935,6337.58,0.002
8202,1534173935,6337.58,0.03241697
8203,1534173936,6337.58,0.08502676
8204,1534173937,6338.01,0.2371
8205,1534173939,6339.49,0.03943535
8206,1534173939,6342.93,0.06642511
8207,1534173940,6342.92,0.03181918
8208,1534173940,6340.86,0.00162221
8209,1534173941,6340.86,0.12261144
8210,1534173942,6342.76,0.44
8211,1534173943,6340.31,0.00111141
8212,1534173944,6340.31,0.01991718
8213,1534173944,6340.32,0.00328055
8214,1534173945,6340.32,0.00839254
8215,1534173945,6340.32,0.00996688
8216,1534173945,6340.31,0.02987577
8217,1534173945,6340.31,0.03029467
8218,1534173946,6340.31,0.01988402
8219,1534173946,6340.32,0.00852697
8220,1534173948,6340.32,0.0136758
8221,1534173948,6340.32,0.0099674
8222,1534173949,6340.31,0.00223469
8223,1534173949,6340.32,0.00996999
8224,1534173951,6341.17,0.00567826
8225,1534173951,6341.17,0.00594789
8226,1534173951,6341.17,0.01693559
8227,1534173951,6341.17,0.00999817
8228,1534173952,6341.17,0.00240485
8229,1534173953,6341.17,0.00995657
8230,1534173953,6341.17,0.01095975
8231,1534173954,6341.17,0.01095975
8232,1534173955,6342.94,0.01332105
8233,1534173955,6343.47,0.947
8234,1534173956,6342.94,0.00135969
8235,1534173956,6342.95,0.01322789
8236,1534173956,6344.92,1.0
8237,1534173956,6344.87,0.053
8238,1534173957,6344.87,0.053
8239,1534173962,6345.09,0.232
8240,1534173962,6345.09,0.904
8241,1534173962,6345.09,7.4757638
8242,1534173964,6342.95,0.03932105
8243,1534173964,6342.94,0.64242044
8244,1534173965,6342.94,0.01245254
8245,1534173966,6340.31,0.04520144
8246,1534173968,6337.87,0.02262457
8247,1534173969,6340.31,0.033709
8248,1534173970,6340.31,0.00572125
8249,1534173971,6342.29,0.02834582
8250,1534173972,6342.29,0.1951007
8251,1534173972,6340.51,0.27655348
8252,1534173972,6339.32,0.16406458
8253,1534173974,6338.68,0.0892492
8254,1534173975,6338.69,0.03943865
8255,1534173977,6338.69,0.03943865
8256,1534173977,6338.69,0.07817377
8257,1534173977,6338.69,0.00184616
8258,1534173979,6341.95,0.03887393
8259,1534173981,6339.37,0.19368265
8260,1534173981,6340.4,0.26352791
8261,1534173981,6340.4,0.03060341
8262,1534173982,6340.4,0.00644542
8263,1534173982,6340.4,0.2098223
8264,1534173983,6342.93,0.07331374
8265,1534173983,6343.41,0.01983859
8266,1534173984,6342.93,0.12912895
8267,1534173985,6342.93,0.09607847
8268,1534173985,6341.06,0.10321933
8269,1534173985,6341.06,0.00278701
8270,1534173985,6340.4,0.21539606
8271,1534173985,6339.37,0.06609125
8272,1534173985,6339.37,0.01037089
8273,1534173985,6339.37,0.02828028
8274,1534173987,6339.37,0.01889051
8275,1534173987,6339.37,0.06960857
8276,1534173987,6339.37,0.01819037
8277,1534173988,6339.37,0.02847968
8278,1534173988,6339.37,0.00999652
8279,1534173992,6342.92,0.02410111
8280,1534173992,6342.92,0.01463401
8281,1534173993,6338.7,0.03873512
8282,1534173993,6338.7,0.02099769
8283,1534173993,6338.7,0.01773743
8284,1534173993,6338.7,0.01827407
8285,1534173993,6340.22,0.01436689
8286,1534173996,6340.22,0.01816034
8287,1534173997,6338.7,0.0143259
8288,1534173997,6338.7,0.00613515
8289,1534173997,6338.7,0.03873512
8290,1534173997,6338.7,0.03873512
8291,1534173997,6338.7,0.03873512
8292,1534173997,6338.7,0.03873512
8293,1534173997,6338.7,0.01630638
8294,1534173998,6338.7,0.0186876
8295,1534173998,6338.71,0.01992362
8296,1534173998,6338.7,0.00374114
8297,1534173998,6338.7,0.03873512
8298,1534173998,6338.7,0.03873512
8299,1534173999,6337.23,0.02837004
8300,1534174001,6338.7,0.02235692
8301,1534174004,6342.85,0.01967997
8302,1534174005,6342.85,0.00126683
8303,1534174006,6338.7,0.03542674
8304,1534174006,6338.7,0.06105748
8305,1534174006,6338.7,0.01827217
8306,1534174013,6340.0,0.01883408
8307,1534174019,6340.0,0.00605654
8308,1534174021,6340.0,0.00686328
8309,1534174022,6343.4,0.044008
8310,1534174023,6343.4,0.176738
8311,1534174025,6341.56,0.02122549
8312,1534174026,6341.56,0.01278039
8313,1534174029,6341.57,0.02094698
8314,1534174031,6340.01,0.20898292
8315,1534174031,6340.01,0.15754422
8316,1534174031,6340.0,0.09950452
8317,1534174031,6340.0,0.03200664
8318,1534174033,6342.64,0.22089039
8319,1534174034,6342.18,0.25942964
8320,1534174039,6339.36,0.06363769
8321,1534174042,6338.71,0.001
8322,1534174043,6338.71,0.001
8323,1534174043,6338.7,0.00496569
8324,1534174044,6338.61,0.00596569
8325,1534174044,6338.61,0.16245233
8326,1534174044,6338.59,3.0
8327,1534174044,6337.17,1.0
8328,1534174044,6335.35,0.12375
8329,1534174044,6335.33,2.89764565
8330,1534174044,6335.0,1.33932379
8331,1534174044,6334.47,0.2
8332,1534174045,6334.03,0.00124032
8333,1534174045,6333.63,1.27558791
8334,1534174045,6334.73,0.42763914
8335,1534174046,6334.04,0.550413
8336,1534174053,6339.99,1.5
8337,1534174054,6339.31,0.005
8338,1534174057,6339.31,0.043
8339,1534174057,6339.3,0.03941868
8340,1534174057,6339.31,0.27058132
8341,1534174058,6335.92,0.00308706
8342,1534174058,6339.31,0.68141868
8343,1534174058,6339.99,0.28958132
8344,1534174058,6339.99,0.2
8345,1534174058,6340.0,0.074
8346,1534174059,6339.16,0.00596569
8347,1534174059,6340.0,0.43403431
8348,1534174062,6336.67,0.00805414
8349,1534174062,6336.67,0.0152143
8350,1534174062,6336.67,0.00122109
8351,1534174063,6336.67,0.01116691
8352,1534174068,6338.83,0.02941042
8353,1534174068,6338.04,0.06530269
8354,1534174069,6338.04,0.2442657
8355,1534174069,6338.03,0.03420434
8356,1534174070,6340.0,0.0086
8357,1534174077,6338.05,0.00504856
8358,1534174079,6338.05,0.03431232
8359,1534174079,6338.04,0.06154223
8360,1534174080,6339.02,0.0992712
8361,1534174080,6337.7,0.00905736
8362,1534174080,6337.7,0.09489238
8363,1534174082,6338.35,0.00606891
8364,1534174091,6337.7,0.09636208
8365,1534174101,6339.99,0.03943224
8366,1534174101,6340.0,0.78536687
8367,1534174103,6340.0,7.69799882
8368,1534174105,6344.4,0.01082852
8369,1534174107,6344.4,0.01287322
8370,1534174110,6344.4,0.00817047
8371,1534174110,6345.09,0.6969
8372,1534174110,6347.55,0.232
8373,1534174111,6347.62,1.268
8374,1534174111,6347.62,0.185
8375,1534174111,6347.62,0.393
8376,1534174111,6348.59,0.2005
8377,1534174111,6349.32,0.1073
8378,1534174111,6350.76,0.232
8379,1534174111,6352.11,0.12375
8380,1534174111,6352.14,0.18245
8381,1534174112,6346.82,0.0559278
8382,1534174112,6346.82,0.01066328
8383,1534174113,6349.14,0.2863
8384,1534174113,6349.49,0.211554
8385,1534174113,6346.82,0.0361971
8386,1534174114,6346.83,1.5
8387,1534174115,6346.69,1.0
8388,1534174122,6345.11,0.03940032
8389,1534174122,6345.1,3.0
8390,1534174123,6345.1,3.0
8391,1534174123,6343.65,1.0
8392,1534174123,6342.08,0.01287323
8393,1534174123,6341.38,0.01082852
8394,1534174123,6340.0,2.93689793
8395,1534174131,6345.09,0.03940054
8396,1534174132,6348.39,1.0
8397,1534174132,6349.19,0.5
8398,1534174133,6349.67,0.98
8399,1534174141,6350.95,0.15396909
8400,1534174142,6350.94,0.1879372
8401,1534174142,6350.95,0.145
8402,1534174149,6349.89,0.15001076
8403,1534174149,6350.23,0.56498924
8404,1534174150,6350.94,0.02
8405,1534174151,6350.94,0.02382275
8406,1534174151,6350.94,0.01
8407,1534174151,6350.94,0.01596178
8408,1534174169,6350.95,0.70920139
8409,1534174171,6354.73,0.8120628
8410,1534174185,6352.85,0.005
8411,1534174188,6352.85,1.32048582
8412,1534174191,6354.73,0.002
8413,1534174194,6354.0,0.9896125
8414,1534174195,6352.85,0.9896125
8415,1534174197,6352.85,2.68990168
8416,1534174199,6352.86,0.03935225
8417,1534174200,6352.15,0.00824212
8418,1534174200,6351.46,0.0117
8419,1534174201,6351.46,1.0
8420,1534174201,6351.46,1.0
8421,1534174203,6351.76,0.008495
8422,1534174203,6351.46,0.9896125
8423,1534174204,6351.75,0.99182952
8424,1534174205,6351.76,0.48333452
8425,1534174205,6351.83,0.9
8426,1534174205,6352.67,2.62483596
8427,1534174205,6351.46,0.01486
8428,1534174218,6352.65,1.5
8429,1534174234,6352.67,0.03935359
8430,1534174245,6352.68,0.50817048
8431,1534174245,6353.96,0.232
8432,1534174245,6355.0,0.75982952
8433,1534174246,6355.0,1.5
8434,1534174247,6356.55,0.7665
8435,1534174248,6356.71,0.69414641
8436,1534174259,6353.31,0.22739775
8437,1534174261,6352.68,0.22739575
8438,1534174261,6351.53,0.217076
8439,1534174262,6351.54,0.0393494
8440,1534174285,6348.72,0.0393606
8441,1534174290,6345.64,0.00101303
8442,1534174299,6347.0,0.0249
8443,1534174326,6350.11,0.0158
8444,1534174326,6349.15,0.03936897
8445,1534174327,6349.14,1.0
8446,1534174327,6349.14,1.0
8447,1534174330,6342.77,0.32268641
8448,1534174332,6342.77,0.17731359
8449,1534174335,6345.32,0.18802878
8450,1534174335,6345.88,0.13627082
8451,1534174336,6347.02,0.04266117
8452,1534174336,6347.02,0.00311042
8453,1534174339,6344.65,0.01752658
8454,1534174340,6342.68,5.0
8455,1534174342,6342.61,0.01812088
8456,1534174342,6341.8,0.012
8457,1534174345,6343.04,0.08539177
8458,1534174345,6343.04,0.36049963
8459,1534174346,6343.04,0.13950037
8460,1534174352,6340.54,0.2483775
8461,1534174353,6340.55,0.01761552
8462,1534174357,6339.23,0.44202205
8463,1534174357,6342.99,0.38448735
8464,1534174357,6343.74,0.4294906
8465,1534174359,6343.74,0.244
8466,1534174371,6342.76,0.00606421
8467,1534174371,6343.73,0.03940899
8468,1534174371,6343.74,0.0345268
8469,1534174373,6339.27,0.00221266
8470,1534174375,6342.96,0.622
8471,1534174377,6342.96,0.378
8472,1534174377,6343.74,0.109
8473,1534174382,6343.07,0.05888
8474,1534174393,6341.67,0.03815034
8475,1534174395,6347.02,0.07148871
8476,1534174404,6347.55,0.1172603
8477,1534174405,6348.86,0.0274
8478,1534174405,6349.32,0.0761
8479,1534174405,6350.6,0.5395
8480,1534174407,6347.55,0.1157397
8481,1534174407,6347.02,0.68877776
8482,1534174407,6346.0,0.03931785
8483,1534174407,6345.99,0.15616469
8484,1534174407,6349.32,0.05837
8485,1534174412,6348.6,0.03358378
8486,1534174418,6349.33,0.003
8487,1534174418,6349.33,0.0126
8488,1534174418,6349.76,0.4874
8489,1534174442,6350.76,0.060872
8490,1534174457,6351.02,0.16
8491,1534174462,6351.02,0.14
8492,1534174467,6351.02,0.0106
8493,1534174467,6351.02,7.683e-05
8494,1534174467,6348.6,0.06090551
8495,1534174467,6348.43,0.03360515
8496,1534174468,6344.67,0.96855182
8497,1534174469,6344.67,0.09992317
8498,1534174469,6344.67,0.03138797
8499,1534174471,6344.67,0.06565288
8500,1534174472,6343.92,0.2161
8501,1534174472,6344.67,0.11652934
8502,1534174473,6343.92,0.003
8503,1534174473,6343.92,0.12
8504,1534174473,6343.83,0.38
