time,price,amount
2018-08-27 13:16:26,6676.99,0.00396866
2018-08-27 13:16:26,6677.99,0.00097295
2018-08-27 13:16:26,6677.99,0.00262037
2018-08-27 13:16:26,6677.99,0.00157225
2018-08-27 13:16:48,6678.0,0.03531295
2018-08-27 13:16:48,6677.76,0.1601104
2018-08-27 13:17:07,6678.63,0.001504
2018-08-27 13:17:28,6678.68,0.11314142
2018-08-27 13:17:33,6678.99,0.00112258
2018-08-27 13:17:33,6678.99,0.00262006
2018-08-27 13:17:33,6678.99,0.00217059
2018-08-27 13:17:33,6678.99,0.0027695
2018-08-27 13:17:33,6679.99,0.00112261
2018-08-27 13:17:33,6679.99,0.00366732
2018-08-27 13:17:33,6679.99,0.00246973
2018-08-27 13:17:33,6679.99,0.00097274
2018-08-27 13:17:33,6679.99,0.00546394
2018-08-27 13:17:33,6681.6,0.03741238
2018-08-27 13:17:33,6681.99,0.0009725
2018-08-27 13:17:34,6682.99,0.00547728
2018-08-27 13:17:55,6682.99,0.00576053
2018-08-27 13:17:55,6683.0,0.99423947
2018-08-27 13:17:56,6682.99,0.00127313
2018-08-27 13:18:09,6682.99,0.00119552
2018-08-27 13:18:09,6683.0,0.51555935
2018-08-27 13:18:12,6683.99,0.00246818
2018-08-27 13:18:12,6683.99,0.00231887
2018-08-27 13:18:12,6683.99,0.00021995
2018-08-27 13:18:17,6683.99,0.00179979
2018-08-27 13:18:17,6683.99,0.00097242
2018-08-27 13:18:17,6683.99,0.00097236
2018-08-27 13:18:17,6683.99,0.00186989
2018-08-27 13:18:17,6683.99,0.00261812
2018-08-27 13:18:17,6683.99,0.00246844
2018-08-27 13:18:18,6683.99,0.00097234
2018-08-27 13:18:18,6684.51,0.23637
2018-08-27 13:18:18,6685.0,1.0
2018-08-27 13:18:19,6685.0,0.89320118
2018-08-27 13:18:25,6685.0,0.04293194
2018-08-27 13:18:32,6685.01,0.00172734
2018-08-27 13:18:38,6685.01,0.03565774
2018-08-27 13:18:38,6685.01,0.12290597
2018-08-27 13:18:41,6685.01,0.03570043
2018-08-27 13:18:41,6685.0,3.03e-05
2018-08-27 13:18:41,6678.86,2.09e-05
2018-08-27 13:19:23,6684.69,0.0018599
2018-08-27 13:19:38,6687.97,0.0373971
